"Item.ID","Item.Type","Home.Location","Current.Location","Name","Categories","Min.Frequency","Replacement.Cost","Category","weight","type"
"ETL1021","Jig Saws","Portobello","Leith","Jigsaw","Carpentry and Woodworking, General DIY, Metalworking",NA,40,"Carpentry and Woodworking",2.8,"Electrical"
"ETL1022","Heat Gun","Portobello","Portobello","Heat gun","General DIY, Painting and Decorating",NA,45,"Painting and Decorating",0.9,"Electrical"
"ETL1023","Power Planer","Portobello","Portobello","Electric Planer","Carpentry and Woodworking",NA,45,"Carpentry and Woodworking",33.3,"Electrical"
"ETL1024","Crescent Wrench","Portobello","Portobello","Torque Wrench","Automotive, General DIY",NA,3,"Bike",NA,NA
"ETL1025","Cordless Drills","Portobello","Portobello","Cordless Drill Driver","General DIY",NA,25,"General DIY",NA,NA
"ETL1026","Power Planer","Portobello","Portobello","Electric Planer","Carpentry and Woodworking",NA,45,"Carpentry and Woodworking",33.3,"Electrical"
"ETL1027","Routers","Portobello","Portobello","Small Plunge Router","Carpentry and Woodworking, General DIY",NA,80,"Carpentry and Woodworking",3.8,"Electrical"
"ETL1028","Power Saws","Leith","Leith","Small Mitre Saw","Carpentry and Woodworking, General DIY",NA,50,"Carpentry and Woodworking",NA,NA
"ETL1029","Routers","Leith","Leith","Router table and electric router","Carpentry and Woodworking",NA,80,"Carpentry and Woodworking",3.8,"Electrical"
"ETL1030","Utility Wagon","Leith","Leith","Small trolley","General DIY",NA,30,"General DIY",NA,NA
"ETL1031","Crow Bars","Leith","Leith","Pallet Breaker","Carpentry and Woodworking, General DIY, Miscellaneous",NA,25,"Carpentry and Woodworking",NA,NA
"ETL1033","Drill Bits","Leith","Leith","Screw Extractor","Carpentry and Woodworking, General DIY, Metalworking, Painting and Decorating, Plumbing",NA,8,"General DIY",NA,NA
"ETL1034","Welders","Portobello","Portobello","Stick Welder","General DIY, Metalworking",NA,100,"Metalworking",NA,NA
"ETL1035","Garden Tools","Portobello","Portobello","Hedge Trimmer","Garden, General DIY",NA,30,"Garden",4.2,"Electrical"
"ETL1036","Angle Grinders","Portobello","Portobello","Angle grinder","General DIY",NA,0,"General DIY",7,"Metal"
"ETL1037","Circular Saws","Portobello","Portobello","Corded circular saw","General DIY, ..",NA,60,"Carpentry and Woodworking",4.3,"Electrical"
"ETL1038","Power Tools","Portobello","Portobello","Electric Grout Remover","General DIY",NA,26,"General DIY",NA,NA
"ETL1039","Power Planer","Leith","Leith","Electric Planer","Carpentry and Woodworking, General DIY",NA,45,"Carpentry and Woodworking",33.3,"Electrical"
"ETL1040","Staple Guns","Leith","Portobello","Nail-Staple Gun","General DIY",NA,0,"General DIY",1.8,"Electrical"
"ETL1041","Wet Tile Saws","Portobello","Portobello","Wet tile saw","General DIY",NA,30,"General DIY",NA,NA
"ETL1042","Power Saws","Portobello","Portobello","Reciprocating Saw","General DIY",NA,80,"General DIY",NA,NA
"ETL1043","Cordless Drills","Portobello","Portobello","Makita cordless drill driver","General DIY",NA,0,"General DIY",NA,NA
"ETL1044","Electric Hedge Trimmer","Leith","Portobello","Hedge Trimmer","General DIY",NA,30,"General DIY",4.2,"Electrical"
"ETL1045","Electric Hedge Trimmer","Leith","Leith","Hedge Trimmer","General DIY",NA,30,"General DIY",4.2,"Electrical"
"ETL1046","Heat Gun","Leith","Leith","Heat Gun","General DIY",NA,25,"General DIY",0.9,"Electrical"
"ETL1047","Hammer Drills","Portobello","Portobello","Electric Hammer Drill","General DIY",NA,40,"General DIY",4.7,"Electrical"
"ETL1048","Sanders","Portobello","Portobello","Orbital Sander","Carpentry and Woodworking, General DIY, Painting and Decorating",NA,30,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1049","Power Planer","Portobello","Leith","Electric Planer","Carpentry and Woodworking, General DIY",NA,45,"Carpentry and Woodworking",33.3,"Electrical"
"ETL1050","Routers","Leith","Leith","Plunge Router","Carpentry and Woodworking, General DIY",NA,80,"Carpentry and Woodworking",3.8,"Electrical"
"ETL1051","Sanders","Portobello","Portobello","Detail Sander","Carpentry and Woodworking, General DIY",NA,25,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1052","Hammer Drills","Portobello","Portobello","Hammer Drill (corded)","General DIY",NA,25,"General DIY",4.7,"Electrical"
"ETL1053","Jig Saws","Portobello","Portobello","Jigsaw","Carpentry and Woodworking, General DIY",NA,35,"Carpentry and Woodworking",2.8,"Electrical"
"ETL1054","Heat Gun","Portobello","Portobello","Heat Gun","General DIY, Painting and Decorating",NA,25,"Painting and Decorating",0.9,"Electrical"
"ETL1055","Caulk Guns","Leith","Leith","Caulking Gun","General DIY, Painting and Decorating, Plumbing",NA,10,"Painting and Decorating",NA,NA
"ETL1056","Screwdriver Sets","Leith","Leith","Set of leatherworking awls","General DIY, Miscellaneous",NA,10,"General DIY",NA,NA
"ETL1057","Metal Garden Rake","Leith","Leith","Small hand rake","Garden, Miscellaneous",NA,8,"Garden",NA,NA
"ETL1058","Brick Trowel","Leith","Leith","Small Garden Trowel","Garden",NA,5,"Garden",NA,NA
"ETL1059","Digging Fork","Leith","Leith","Small Hand-held Garden Fork","Garden, Miscellaneous",NA,5,"Garden",NA,NA
"ETL1060","Spade Shovel","Leith","Leith","Garden Spade","Garden, General DIY, Miscellaneous",NA,5,"Garden",NA,NA
"ETL1061","Caulk Guns","Leith","Leith","Sealant gun","General DIY",NA,2,"General DIY",NA,NA
"ETL1062","Automotive Ramps","Leith","Leith","Car Ramp","Automotive, General DIY",NA,0,"Automotive",NA,NA
"ETL1063","Watering Tools","Leith","Leith","Pneumatic Hose","Automotive, Garden, General DIY, Miscellaneous",NA,0,"Garden",NA,NA
"ETL1064","Jig Saws","Leith","Leith","Axminster Jigsaw","Carpentry and Woodworking, General DIY, Metalworking",NA,40,"Carpentry and Woodworking",2.8,"Electrical"
"ETL1066","Crowbar","Portobello","Portobello","Crowbar","General DIY",NA,5,"General DIY",NA,NA
"ETL1067","Crowbar","Portobello","Portobello","Crowbar","General DIY",NA,5,"General DIY",NA,NA
"ETL1068","Hand Tools","Portobello","Portobello","Cross Pein Hammer","General DIY",NA,0,"General DIY",NA,NA
"ETL1069","Hammers & Mallets","Portobello","Portobello","Claw Hammer","General DIY",NA,5,"General DIY",NA,NA
"ETL1070","Garden Tools","Leith","Leith","Lawn Spreader","Garden, General DIY",NA,7,"Garden",NA,NA
"ETL1071","Staple Gun","Leith","Leith","Staple Gun","Carpentry and Woodworking, Garden, General DIY, Miscellaneous, Painting and Decorating",NA,8,"General DIY",1.8,"Electrical"
"ETL1072","Bits, Drivers and Accessories","Portobello","Portobello","75 piece drill bit and saw set","Automotive, Bike, Carpentry and Woodworking, General DIY, Metalworking, Painting and Decorating",NA,36,"Carpentry and Woodworking",NA,NA
"ETL1073","Planes","Portobello","Leith","Hand plane","Carpentry and Woodworking",NA,5,"Carpentry and Woodworking",NA,NA
"ETL1074","Squares","Portobello","Portobello","Tri square","Carpentry and Woodworking, General DIY",NA,5,"Carpentry and Woodworking",NA,NA
"ETL1075","Measuring & Layout Tools","Portobello","Portobello","Plastic Profile Gauge","Carpentry and Woodworking, General DIY, Metalworking, Miscellaneous",NA,5,"General DIY",NA,NA
"ETL1076","Hand Pruner","Portobello","Portobello","Garden Secateurs","Garden",NA,0,"Garden",NA,NA
"ETL1077","Hand Axe","Portobello","Portobello","Small Axe","Carpentry and Woodworking, Garden, General DIY, Miscellaneous",NA,30,"Garden",NA,NA
"ETL1078","Drills","Leith","Leith","Auger Brace Bit Set","Carpentry and Woodworking, General DIY, Miscellaneous",NA,30,"Carpentry and Woodworking",NA,NA
"ETL1079","Grass Shear","Portobello","Portobello","Large Lopping Shears","Garden, General DIY",NA,20,"Garden",NA,NA
"ETL1080","Caulk Guns","Portobello","Portobello","Caulk Gun","General DIY, Painting and Decorating",NA,2,"Painting and Decorating",NA,NA
"ETL1081","Bar Clamps","Portobello","Portobello","Corner clamp - set of 4","Carpentry and Woodworking, General DIY",NA,40,"Carpentry and Woodworking",NA,NA
"ETL1082","Bar Clamps","Portobello","Portobello","Corner clamp - Set of 4","Carpentry and Woodworking, General DIY",NA,40,"Carpentry and Woodworking",NA,NA
"ETL1083","Crescent Wrench","Portobello","Portobello","Adjustable Spanner, 250mm","Automotive, General DIY, Plumbing",NA,10,"General DIY",NA,NA
"ETL1084","Crescent Wrench","Leith","Leith","Wheel Wrench Cross","Automotive",NA,15,"Automotive",NA,NA
"ETL1085","Allen Wrench Sets","Portobello","Portobello","Bike Allen Key Set","Bike",NA,10,"Bike",NA,NA
"ETL1086","Crescent Wrench","Portobello","Portobello","8"" Adjustable Spanner","Automotive, Bike, General DIY, Plumbing",NA,2,"General DIY",NA,NA
"ETL1087","Staple Gun","Portobello","Portobello","Staple Gun","General DIY",NA,8,"General DIY",1.8,"Electrical"
"ETL1088","Socket Sets","Portobello","Portobello","Imperial Socket Set","Automotive, Bike, Carpentry and Woodworking, Plumbing",NA,5,"General DIY",NA,NA
"ETL1089","Tape Measures","Portobello","Portobello","Sink / Drain grabber claw","Automotive, Bike, General DIY, Miscellaneous, Plumbing",NA,3,"Plumbing",NA,NA
"ETL1090","Caulk Guns","Portobello","Portobello","Metal Clamp","Carpentry and Woodworking, General DIY, Miscellaneous",NA,5,"General DIY",NA,NA
"ETL1091","Bar Clamps","Portobello","Portobello","G clamp set of 2","Carpentry and Woodworking, General DIY, Metalworking, Miscellaneous",NA,10,"General DIY",NA,NA
"ETL1092","Bar Clamps","Portobello","Portobello","G clamp set of 3","Carpentry and Woodworking, General DIY, Metalworking, Miscellaneous",NA,10,"General DIY",NA,NA
"ETL1093","Cement Chisel","Portobello","Portobello","Brick Bolster chisel","Electrical and Soldering, General DIY, Plumbing, ...",NA,8,"General DIY",NA,NA
"ETL1094","Cement Chisel","Portobello","Portobello","Brick Bolster chisel","Electrical and Soldering, Plumbing, ...",NA,8,"General DIY",NA,NA
"ETL1095","Lawn Mower","Leith","Leith","Lawn Mower","Garden, General DIY",NA,80,"Garden",NA,NA
"ETL1096","Garden Tools","Leith","Leith","Leaf Blower","Garden, General DIY",NA,80,"Garden",4.8,"Electrical"
"ETL1097","String Trimmer","Portobello","Portobello","Electric strimmer/edger","Garden, General DIY",NA,40,"Garden",3.9,"Electrical"
"ETL1098","Garden Tools","Leith","Leith","Manual Lawn Mower","Garden, General DIY",NA,25,"General DIY",NA,NA
"ETL1099","Garden Tools","Portobello","Portobello","Manual Lawn Mower","Garden, General DIY",NA,25,"Garden",NA,NA
"ETL1100","Electric Chippers","Portobello","Leith","Garden shredder","Garden, General DIY",NA,60,"Garden",NA,NA
"ETL1101","Electric Hedge Trimmer","Portobello","Portobello","Cordless Telescopic Hedge Trimmer","Garden, General DIY",NA,50,"Garden",4.2,"Electrical"
"ETL1102","Spade Shovel","Leith","Leith","Paper briquette log maker","General DIY, Miscellaneous",NA,5,"Miscellaneous",NA,NA
"ETL1103","Float","Portobello","Portobello","Float Trowel","General DIY, Painting and Decorating",NA,5,"General DIY",NA,NA
"ETL1104","Float","Portobello","Portobello","Float Trowel","General DIY, Painting and Decorating",NA,5,"General DIY",NA,NA
"ETL1105","Brick Trowel","Portobello","Portobello","Pointing Trowel","Garden, General DIY, Painting and Decorating",NA,3,"General DIY",NA,NA
"ETL1106","Scrapers","Portobello","Portobello","Paint scraper 100mm","General DIY, Painting and Decorating",NA,2,"Painting and Decorating",NA,NA
"ETL1107","Sharp Bristle Brushes","Portobello","Portobello","Paint Brush 3""","General DIY, Painting and Decorating",NA,3,"Painting and Decorating",NA,NA
"ETL1108","Sharp Bristle Brushes","Portobello","Portobello","Paint Brush","General DIY, Painting and Decorating",NA,3,"Painting and Decorating",NA,NA
"ETL1110","Hole Saw Kit","Leith","Leith","Hole Saw Set","General DIY",NA,30,"General DIY",NA,NA
"ETL1111","Crescent Wrench","Leith","Leith","Spark Plug Wrench 20mm","Automotive, General DIY",NA,3,"Automotive",NA,NA
"ETL1112","Crimpers","Leith","Leith","Crimping Tool Set","General DIY",NA,0,"General DIY",NA,NA
"ETL1113","Vise Grips","Leith","Leith","Mole grips","Automotive, Bike, General DIY",NA,15,"General DIY",NA,NA
"ETL1114","Hand Tools","Leith","Leith","Portable Folding Work Bench","Carpentry and Woodworking, General DIY, Miscellaneous, ...",NA,110,"General DIY",NA,NA
"ETL1115","Hand Tools","Portobello","Portobello","Portable Folding Work Bench","Bike, Carpentry and Woodworking, General DIY, Miscellaneous",NA,110,"General DIY",NA,NA
"ETL1116","Step Ladders","Portobello","Portobello","Step Ladder","Garden, General DIY, Painting and Decorating, ...",NA,25,"General DIY",NA,NA
"ETL1117","Step Ladders","Portobello","Portobello","Small Step Ladder","Garden, General DIY, Painting and Decorating, ...",NA,20,"General DIY",NA,NA
"ETL1118","Bike Tools","Portobello","Portobello","Bike Pump, Floor","Bike, General DIY",NA,20,"Bike",NA,NA
"ETL1120","Garden Tools","Portobello","Leith","Garden Rake","Garden, General DIY",NA,8,"Garden",NA,NA
"ETL1121","Hand Tools","Portobello","Leith","Painting, Roller Extension Pole","General DIY, Painting and Decorating, ...",NA,7,"Painting and Decorating",NA,NA
"ETL1122","Hand Tools","Portobello","Portobello","Garden Hoe","Garden, General DIY",NA,5,"Garden",NA,NA
"ETL1123","Shears","Portobello","Portobello","Edging Shears","Garden",NA,30,"Garden",NA,NA
"ETL1124","Pressure Washers","Leith","Leith","8L Vehicle Washing Sprayer","Automotive, Miscellaneous",NA,100,"Automotive",NA,NA
"ETL1125","Coping Saw","Portobello","Leith","Coping Saw","Carpentry and Woodworking, General DIY, Miscellaneous",NA,10,"Carpentry and Woodworking",NA,NA
"ETL1126","Hack saw","Leith","Leith","Junior hack saw","Carpentry and Woodworking, Garden, Metalworking, Painting and Decorating, Plumbing",NA,5,"Carpentry and Woodworking",NA,NA
"ETL1127","Tenon Saws","Leith","Leith","Tenon Saw","Carpentry and Woodworking",NA,2,"Carpentry and Woodworking",NA,NA
"ETL1128","Saws","Leith","Leith","Hand saw","Carpentry and Woodworking, General DIY",NA,45,"Carpentry and Woodworking",NA,NA
"ETL1129","Routers","Portobello","Portobello","Router accessories","Carpentry and Woodworking",NA,30,"Carpentry and Woodworking",3.8,"Electrical"
"ETL1130","Scrapers","Leith","Leith","Narrow Paint Scraper","Painting and Decorating",NA,2,"Painting and Decorating",NA,NA
"ETL1131","Scrapers","Leith","Leith","Narrow Short Paint Scraper","Painting and Decorating",NA,2,"Painting and Decorating",NA,NA
"ETL1132","Caulk Guns","Leith","Leith","Silicone Gun","General DIY",NA,2,"General DIY",NA,NA
"ETL1133","Caulk Guns","Portobello","Portobello","Silicone Gun","General DIY",NA,2,"General DIY",NA,NA
"ETL1134","Wallpaper Steamer","Portobello","Portobello","Wallpaper Steamer","General DIY, Painting and Decorating",NA,50,"Painting and Decorating",NA,NA
"ETL1135","Power Tools","Portobello","Portobello","Mitre Saw with Laser Guide","General DIY",NA,60,"General DIY",NA,NA
"ETL1136","Bench Grinders","Portobello","Portobello","Bench Grinder","General DIY, Metalworking",NA,20,"Metalworking",NA,NA
"ETL1137","Circular Saws","Portobello","Portobello","Corded circular saw","Carpentry and Woodworking, General DIY",NA,40,"Carpentry and Woodworking",4.3,"Electrical"
"ETL1138","Power Tools","Portobello","Portobello","Forstner","General DIY",NA,26,"General DIY",NA,NA
"ETL1139","Sewing Machines","Portobello","Portobello","Sewing machine","Miscellaneous",NA,70,"Miscellaneous",NA,NA
"ETL1140","Sanders","Portobello","Portobello","Orbital Sander","Carpentry and Woodworking, General DIY, Painting and Decorating",NA,30,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1141","Cordless Drills","Portobello","Portobello","Cordless Hammer Drill","General DIY",NA,20,"General DIY",4.7,"Electrical"
"ETL1142","Hammer Drills","Portobello","Portobello","Corded Hammer Drill","General DIY",NA,80,"General DIY",4.7,"Electrical"
"ETL1143","Garden Tools","Portobello","Portobello","Mesh Riddle 10mm","Garden, Miscellaneous",NA,7,"Garden",NA,NA
"ETL1144","Power Drill 1/2in","Portobello","Portobello","Corded Hammer Drill","General DIY",NA,80,"General DIY",4.7,"Electrical"
"ETL1145","Tools","Leith","Leith","Dehumidifier","General DIY, Miscellaneous, Painting and Decorating",NA,157,"Miscellaneous",NA,NA
"ETL1146","Routers","Portobello","Portobello","Plunge Router","General DIY",NA,80,"General DIY",3.8,"Electrical"
"ETL1147","Cordless Drills","Portobello","Portobello","Electric Screwdriver","Automotive, Bike, Carpentry and Woodworking, Electrical and Soldering, General DIY, Miscellaneous",NA,20,"General DIY",NA,NA
"ETL1148","Cordless Drills","Portobello","Portobello","Electric Screwdriver","Automotive, Bike, Carpentry and Woodworking, Electrical and Soldering, General DIY, Miscellaneous",NA,20,"General DIY",NA,NA
"ETL1149","Metal Garden Rake","Portobello","Portobello","Grass Rake","Garden, Miscellaneous",NA,8,"Garden",NA,NA
"ETL1150","Digging Fork","Portobello","Portobello","Garden Fork","Garden, Miscellaneous",NA,5,"Garden",NA,NA
"ETL1151","Digging Fork","Portobello","Portobello","Garden Fork","Garden, Miscellaneous",NA,5,"Garden",NA,NA
"ETL1152","Shears","Portobello","Portobello","Edging Shears","Garden",NA,30,"Garden",NA,NA
"ETL1153","Garden Tools","Portobello","Portobello","Lawn Edger","Garden, General DIY",NA,15,"Garden",NA,NA
"ETL1154","Garden Tools","Portobello","Portobello","Edger","Garden, General DIY",NA,15,"Garden",NA,NA
"ETL1155","Bits, Drivers and Accessories","Leith","Leith","Drill and Screwdriver Bit set","Carpentry and Woodworking, General DIY, Metalworking",NA,10,"General DIY",NA,NA
"ETL1156","Saws","Leith","Leith","Hand saw","Carpentry and Woodworking, General DIY",NA,45,"Carpentry and Woodworking",NA,NA
"ETL1157","Files","Portobello","Portobello","Wood file","Carpentry and Woodworking, General DIY",NA,4,"Carpentry and Woodworking",NA,NA
"ETL1158","Planes","Portobello","Portobello","Hand plane","Carpentry and Woodworking, General DIY",NA,5,"Carpentry and Woodworking",NA,NA
"ETL1159","Claw Hammers","Portobello","Portobello","Club hammer","Carpentry and Woodworking, Garden, General DIY, Miscellaneous",NA,5,"General DIY",NA,NA
"ETL1160","Scrapers","Portobello","Portobello","Paint scraper","Painting and Decorating",NA,10,"Painting and Decorating",NA,NA
"ETL1161","Scrapers","Portobello","Portobello","Paint scraper","General DIY, Painting and Decorating",NA,10,"Painting and Decorating",NA,NA
"ETL1162","Power Drill 3/8in","Portobello","Portobello","Hammer Drill","General DIY",NA,80,"General DIY",4.7,"Electrical"
"ETL1163","Hammer Drills","Portobello","Portobello","Hammer Drill","Carpentry and Woodworking, Garden, Miscellaneous",NA,80,"General DIY",4.7,"Electrical"
"ETL1164","Corded & Plug-in","Portobello","Portobello","Nail Gun (Electric)","Carpentry and Woodworking, General DIY, Miscellaneous",NA,40,"General DIY",NA,NA
"ETL1165","Finishing Power Sanders","Portobello","Portobello","Sander","Carpentry and Woodworking, General DIY",NA,30,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1166","Sanders","Portobello","Portobello","Detail Sander","Carpentry and Woodworking, General DIY",NA,25,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1167","Routers","Portobello","Portobello","Plunge Router","Carpentry and Woodworking, General DIY",NA,80,"Carpentry and Woodworking",3.8,"Electrical"
"ETL1168","Wallpaper Steamer","Portobello","Portobello","Wallpaper Stripper","Painting and Decorating",NA,40,"Painting and Decorating",1.8,"Electrical"
"ETL1169","Pliers, Cutters, and Snips","Leith","Leith","Carpenter's Pincers","General DIY",NA,4,"General DIY",NA,NA
"ETL1170","Sharpeners","Leith","Leith","4-in-One Sharpener","General DIY",NA,0,"General DIY",NA,NA
"ETL1171","Wallpaper Steamer","Leith","Leith","Wallpaper steamer","General DIY, Painting and Decorating, Metalworking",NA,25,"Painting and Decorating",NA,NA
"ETL1172","Chop Saws","Leith","Leith","Ryobi Chop Saw","Carpentry and Woodworking, General DIY",NA,100,"Carpentry and Woodworking",NA,NA
"ETL1173","Hand Tool Sets","Leith","Leith","Hand tool set","Automotive, Bike, Carpentry and Woodworking, Electrical and Soldering, General DIY, Metalworking, Miscellaneous",NA,40,"General DIY",NA,NA
"ETL1174","Loppers","Leith","Leith","Extendable Branch Loppers","Garden",NA,0,"Garden",NA,NA
"ETL1175","Loppers","Leith","Leith","Branch Loppers","Garden",NA,0,"Garden",NA,NA
"ETL1176","Loppers","Leith","Leith","Branch Loppers","Garden",NA,0,"Garden",NA,NA
"ETL1177","Loppers","Leith","Leith","Branch Loppers","Garden",NA,0,"Garden",NA,NA
"ETL1179","Levels","Leith","Leith","Spirit level","General DIY, Miscellaneous, Painting and Decorating",NA,110,"General DIY",NA,NA
"ETL1180","Bits, Drivers and Accessories","Leith","Leith","Drill Bit set","Carpentry and Woodworking, General DIY, Metalworking",NA,10,"General DIY",NA,NA
"ETL1181","Hoe Weeders","Leith","Leith","Patio Knife","Garden",NA,0,"Garden",NA,NA
"ETL1182","Coping Saw","Leith","Leith","Coping Saw","Carpentry and Woodworking, General DIY, Miscellaneous",NA,10,"Carpentry and Woodworking",NA,NA
"ETL1183","Hoe Weeders","Leith","Leith","Patio Knife","Garden",NA,0,"Garden",NA,NA
"ETL1184","Saws","Leith","Leith","Hand saw","Carpentry and Woodworking, General DIY",NA,45,"Carpentry and Woodworking",NA,NA
"ETL1185","Screwdriver Sets","Leith","Leith","Screwdriver set","Automotive, Bike, Carpentry and Woodworking, Electrical and Soldering, General DIY, Miscellaneous",NA,15,"General DIY",NA,NA
"ETL1186","Levels","Leith","Portobello","1m Spirit Level","Carpentry and Woodworking, General DIY, Painting and Decorating",NA,10,"General DIY",NA,NA
"ETL1187","Crescent Wrench","Leith","Leith","15cm Adjustable Spanner","General DIY",NA,2,"General DIY",NA,NA
"ETL1188","Allen Wrench Sets","Leith","Leith","Allen Keys","Automotive, Bike, General DIY, Miscellaneous",NA,10,"General DIY",NA,NA
"ETL1189","Levels","Leith","Leith","Wallpaper Cutting Guide","General DIY, Painting and Decorating",NA,10,"Painting and Decorating",NA,NA
"ETL1190","Squares","Leith","Leith","Adjustable square","Carpentry and Woodworking, General DIY, Metalworking, Miscellaneous, Painting and Decorating",NA,15,"Carpentry and Woodworking",NA,NA
"ETL1191","Trowel","Leith","Leith","Corner Trowel Set (2 piece)","General DIY, Miscellaneous, Painting and Decorating",NA,0,"General DIY",NA,NA
"ETL1192","Drill Bits","Leith","Leith","Pocket joint drill and screw bit set / jig","Carpentry and Woodworking, General DIY",NA,8,"General DIY",NA,NA
"ETL1193","Bits, Drivers and Accessories","Leith","Leith","Screwdriver Drill Bit set","Carpentry and Woodworking, General DIY, Metalworking",NA,5,"General DIY",NA,NA
"ETL1194","Crescent Wrench","Leith","Leith","Adjustable spanner","Automotive, Bike, Carpentry and Woodworking, General DIY",NA,6,"General DIY",NA,NA
"ETL1195","Crescent Wrench","Leith","Leith","Adjustable spanner","Automotive, Bike, Carpentry and Woodworking, General DIY, Metalworking",NA,6,"General DIY",NA,NA
"ETL1196","Crescent Wrench","Leith","Leith","Adjustable spanner","Automotive, Bike, Carpentry and Woodworking, General DIY, Metalworking",NA,6,"General DIY",NA,NA
"ETL1197","Circular Saws","Leith","Leith","Corded circular saw","Carpentry and Woodworking, General DIY",NA,60,"Carpentry and Woodworking",4.3,"Electrical"
"ETL1198","Circular Saws","Leith","Leith","Corded circular saw","Carpentry and Woodworking, General DIY",NA,60,"Carpentry and Woodworking",4.3,"Electrical"
"ETL1199","Extension Cords","Leith","Leith","Extension cable","General DIY",NA,3.99,"General DIY",NA,NA
"ETL1200","Finishing Power Sanders","Leith","Leith","Palm Sander","Carpentry and Woodworking, General DIY, Miscellaneous",NA,57,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1201","Cordless Drills","Leith","Leith","Cordless drill driver","Carpentry and Woodworking, General DIY",NA,25,"General DIY",NA,NA
"ETL1202","Finishing Power Sanders","Leith","Leith","Palm Sander","Carpentry and Woodworking, General DIY, Miscellaneous",NA,57,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1204","Finishing Power Sanders","Leith","Leith","Palm Sander","Carpentry and Woodworking, General DIY, Miscellaneous",NA,57,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1205","Wet Tile Saws","Leith","Leith","Wet Tile Saw","General DIY, Plumbing, Painting and Decorating, Miscellaneous",NA,30,"Painting and Decorating",NA,NA
"ETL1207","Cordless Drills","Leith","Leith","Cordless drill","Carpentry and Woodworking, General DIY",NA,25,"General DIY",NA,NA
"ETL1208","Power Drill 3/8in","Leith","Leith","Corded hammer drill","Carpentry and Woodworking, General DIY, Miscellaneous",NA,80,"General DIY",4.7,"Electrical"
"ETL1209","Wallpaper Steamer","Leith","Leith","Wallpaper Stripper","Painting and Decorating",NA,40,"Painting and Decorating",1.8,"Electrical"
"ETL1211","Automotive Tools","Leith","Leith","Jump Leads","Automotive, General DIY, ...",NA,0,"Automotive",NA,NA
"ETL1212","Scrapers","Leith","Leith","Wall/Floor Scraper","Painting and Decorating",NA,2,"Painting and Decorating",NA,NA
"ETL1213","Bits, Drivers and Accessories","Leith","Leith","SDS Masonry drill bit set","Carpentry and Woodworking, General DIY, Metalworking",NA,47,"General DIY",NA,NA
"ETL1214","Jig Saws","Leith","Leith","Ryobi Jigsaw","Carpentry and Woodworking, General DIY, Metalworking",NA,40,"Carpentry and Woodworking",2.8,"Electrical"
"ETL1215","Hammer Drills","Leith","Leith","Variable Speed SDS Corded Hammer Drill","Carpentry and Woodworking, Garden, General DIY, Plumbing, Painting and Decorating, Electrical and Soldering",NA,25,"General DIY",4.7,"Electrical"
"ETL1216","Paste Brush","Leith","Leith","Autopaster Wallpaper pasting tool","Painting and Decorating",NA,15,"Painting and Decorating",NA,NA
"ETL1218","Random Orbit Sander","Leith","Leith","Random Orbital Sander","Carpentry and Woodworking",NA,40,"Carpentry and Woodworking",6.5,"Electrical"
"ETL1219","Angle Grinders","Leith","Leith","Angle Grinder","General DIY, Metalworking",NA,54,"Metalworking",7,"Metal"
"ETL1220","Heat Gun","Leith","Leith","Heat gun","General DIY, Painting and Decorating",NA,55,"Painting and Decorating",0.9,"Electrical"
"ETL1221","Routers","Leith","Leith","Handy Power Electric Router","Carpentry and Woodworking",NA,80,"Carpentry and Woodworking",3.8,"Electrical"
"ETL1222","Bicycle Accessories","Leith","Leith","Chain Whip","Bike",NA,0,"Bike",NA,NA
"ETL1223","Bicycle Accessories","Leith","Leith","15 mm Bicycle Pedal Spanner","Bike",NA,0,"Bike",NA,NA
"ETL1224","Wrenches","Leith","Leith","Adjustable Spanner","General DIY",NA,6,"General DIY",NA,NA
"ETL1225","Manual Drain Auger","Leith","Leith","Manual Drain Auger","Plumbing",NA,23,"General DIY",NA,NA
"ETL1226","Bicycle Accessories","Leith","Leith","Bungee cords","Bike",NA,0,"Bike",NA,NA
"ETL1227","Bicycle Accessories","Leith","Leith","Crank Remover","Bike",NA,0,"Bike",NA,NA
"ETL1228","Power Planer","Portobello","Portobello","Bosch Electric Planer","Carpentry and Woodworking, General DIY",NA,45,"Carpentry and Woodworking",33.3,"Electrical"
"ETL1230","Extension Cords","Leith","Leith","Extension cable on reel","Electrical and Soldering, General DIY, Miscellaneous",NA,10,"Electrical and Soldering",NA,NA
"ETL1231","Routers","Leith","Leith","Trim Router","Carpentry and Woodworking",NA,80,"Carpentry and Woodworking",3.8,"Electrical"
"ETL1232","Power Planer","Leith","Leith","Ryobi 10” Electric Surface Planer & Transformer","Carpentry and Woodworking, General DIY",NA,450,"Carpentry and Woodworking",33.3,"Electrical"
"ETL1233","Finishing Power Sanders","Leith","Leith","Orbital Sander","Carpentry and Woodworking, General DIY",NA,45,"Carpentry and Woodworking",6.5,"Electrical"
